tweet count,id,tweet content,month,day,hour,source,friends,
2078,1.31E+18,b'#Covid ed #elezioni2020.\n@matteorenzi \n@laGigogin https://t.co/7g0WGQFNri',5,14,10,Twitter for iPhone,641,
2079,1.31E+18,b'RT @Cmdte2daciaped1: #21Sep\xf0\x9f\x87\xbb\xf0\x9f\x87\xaa\xf0\x9f\x98\xb7En esta nueva Semana de Flexibilizacion debemos de recordar los sectores Priorizados y respetar los horarios\xe2\x80\xa6',4,8,20,Twitter for Android,0,
2080,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",3,7,18,Twitter for Android,76,
2081,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",6,3,16,Twitter for Android,1071,
2082,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",7,18,3,Twitter Web App,143,
2083,1.31E+18,b'@ElPresto2Ok Este se di\xc3\xb3 la vacuna del #covid ya \xf0\x9f\x98\x82',7,14,22,Twitter for Android,62,
2084,1.31E+18,b'Bosses at short staffed Warwickshire gov carers force employees to suffer by making plastic +fabric mask worn together COMPULSORY (11 die of #covid but of 2.5 mil w/cancer &amp; Heart disease 910 DIE daily in UK So why? @rachelburden @fleetstreetfox @BBCNews @mattteale',10,4,6,Twitter Web App,1583,
2085,1.31E+18,"b'RT @gffcontwitch: @CMO_England so your speech, was a waste of time yes? You just told everyone what we have known since march, When are you\xe2\x80\xa6'",3,16,16,Twitter for Android,7902,
2086,1.31E+18,"b'RT @ElizabethMay: No one *should* be surprised by an unprincipled repudiation of an agreement , being honoured by the Green Party til 2021,\xe2\x80\xa6'",8,7,14,Twitter Web App,195,
2087,1.31E+18,"b""In Ohio, our #COVID cases have finally started declining again, after school returning caused another period of case growth. Tonight, Trump #PlagueBombs Ohio. Mark today's date. Unless tonight's crowd distances and wears masks, I fully expect our numbers to increase again. https://t.co/3V5HhsV6nD""",3,25,21,Twitter Web App,1931,
2088,1.31E+18,b'RT @sorluciacaram: Estos son los efectos devastadores del #Covid \xf0\x9f\xa6\xa0 \xf0\x9f\x98\xb7 \nUna cola interminable de personas.\nGracias a los que nos ayud\xc3\xa1is a ay\xe2\x80\xa6',8,27,16,Twitter for Android,327,
2089,1.31E+18,b'RT @20m: As\xc3\xad mueven a un paciente con Covid-19 en la UCI para que pueda respirar mejor https://t.co/kfmrkp0Kzb\n\n#pronaci\xc3\xb3n #covid #covid19\xe2\x80\xa6',6,29,18,Twitter for Android,437,
2090,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",9,30,1,Twitter for iPhone,16255,
2091,1.31E+18,"b'really the gov of #florida is trying to violate first amendment rights, deny bail!?!, charge people with felonies erroneously, &amp; not allow victims of police brutality at protests get compensation?! Ron DeSantis not only fails protecting us from #covid but is trying to oppress us! https://t.co/USR73mlCAY'",9,25,19,Twitter for iPhone,1435,
2092,1.31E+18,"b""RT @cmdotcom: Incredibile nella #Champions d'Asia: 15 positivi al #Covid (tra cui #Giovinco), ma l'#AlHilal va in campo lo stesso\nhttps://t\xe2\x80\xa6""",12,18,12,Twitter for iPhone,80,
2093,1.31E+18,"b'RT @AlexBerenson: Six months ago today, at peak #Covid terror, @mtosterholm wrote a smart op-ed about why lockdowns were a terrible idea. I\xe2\x80\xa6'",9,20,3,Twitter for iPhone,391,
2094,1.31E+18,"b'""If this continued along the path ... the number of deaths directly from #COVID ... will continue to rise, potentially on an exponential curve, that means doubling &amp; doubling &amp; doubling again &amp; you can quickly move from really quite small numbers to really very large numbers\xe2\x80\x9d #uk https://t.co/Qp9as7xxpC'",1,1,5,Twitter for iPad,1187,
2095,1.31E+18,b'RT @theresayewnohoo: A Scientist Who Uses the F-Word (who is also me) Explains 5 Motivations and 4 Recommendations Inspired by COVID-19 \xf0\x9f\x92\x97\xf0\x9f\x8c\x88\xf0\x9f\xa6\x84\xe2\x80\xa6',6,25,14,friendly fem tech bot,1,
2096,1.31E+18,"b'RT @BetteMidler: #RBG has knocked #Covid out of the news. \xc2\xa0BUT YOU KNOW, AND I KNOW, SHE WANTS YOU TO REMEMBER 200,000 ARE DEAD!   She also\xe2\x80\xa6'",3,21,21,Twitter for Android,163,
2097,1.31E+18,b'RT @DonnaHowardTX: 6 months ago Texas got $12.84 billion in federal funding for #COVID response and #TXEd. @GregAbbott_TX has until 12/30/2\xe2\x80\xa6',4,13,12,Twitter for iPhone,339,
2098,1.31E+18,b'A Scientist Who Uses the F-Word (who is also me) Explains 5 Motivations and 4 Recommendations Inspired by COVID-19 \xf0\x9f\x92\x97\xf0\x9f\x8c\x88\xf0\x9f\xa6\x84 #AcademicTwitter #Essay #ItCanBe #WomenInSTEM #rant #Covid_19 #COVID #COVID19Pandemic #COVID19 #WearAMask #SocialDistancing #200KDeadAmericans https://t.co/27e7plQ6Zc',1,27,6,Twitter for iPhone,222,
2099,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",4,6,20,Twitter for Android,168,
2100,1.31E+18,"b""RT @BATLabUNC: We're #hiring a #research assistant! Please spread the word. Apply by 9/23! https://t.co/DKG9AJJDNf \n#QTPOC #LGBTQ #LGBTQhea\xe2\x80\xa6""",2,11,19,Twitter Web App,867,
2101,1.31E+18,b'RT @38_degrees: Rishi Sunak is considering freezing public sector wages to pay for the #COVID-19 crisis. But nothing is set in stone. Sign\xe2\x80\xa6',5,23,21,Twitter for iPhone,193,
2102,1.31E+18,"b'@jackiecassell is also available for @itvnews @SkyNewsBreak and others. Simple interpretation of #Covid news and implications for how we live day to day with love and thoughtfulness, JCx https://t.co/wj41xtxJMP'",12,27,20,Twitter for iPhone,1446,
2103,1.31E+18,b'RT @Hi_Dr_Nick: @pmonies @TheDoorOKC @HealthyOklahoma #OKC metro area epidemic growth is out of control: +40% week-over-week.\n\nAt this pace\xe2\x80\xa6',3,7,3,Twitter for iPhone,4990,
2104,1.31E+18,b'RT @EmmaJaneSas: We were suppose to be getting married on Saturday but #covid happened. This week I was suppose to be doing last minute wed\xe2\x80\xa6',6,10,15,Twitter for iPhone,18583,
2105,1.31E+18,b'Trabajadores del HGT contin\xc3\xbaan exigiendo el pago del bono #COVID-19\n\nhttps://t.co/7UvbhtBave https://t.co/tFZdIbBjTI',12,4,18,Hootsuite Inc.,773,
2106,1.31E+18,b'RT @CNIC_Cuba: Nuestra Directora de Investigaciones expuso hoy los alentadores resultados de la Ozonoterapia en pacientes positivos a la #C\xe2\x80\xa6',8,17,20,Twitter for Android,27,
2107,1.31E+18,b'RT @sorluciacaram: Estos son los efectos devastadores del #Covid \xf0\x9f\xa6\xa0 \xf0\x9f\x98\xb7 \nUna cola interminable de personas.\nGracias a los que nos ayud\xc3\xa1is a ay\xe2\x80\xa6',8,19,15,Twitter for Android,393,
2108,1.31E+18,b'RT @datamagazine_it: Perch\xc3\xa8 il nostro Paese \xc3\xa8 stato colpito dalla pandemia di #Covid-19 in maniera pi\xc3\xb9 precoce e pi\xc3\xb9 grave che in altri pae\xe2\x80\xa6',3,17,14,Twitter for iPhone,873,
2109,1.31E+18,"b'#hartaberfair:\nWer sch\xc3\xbctzt eigentlich meine Freiheit, dass ich nicht mit #covid-19 angesteckt werde? Offensichtlich wei\xc3\x9f Frau Gaschke nicht, dass ihre Freiheit dort aufh\xc3\xb6rt, wo die Freiheit des anderen anf\xc3\xa4ngt. Also: Alles darf nat\xc3\xbcrlich stattfinden, aber die Freiheit geht vor.'",2,13,20,Twitter Web App,7,
2110,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",12,25,12,Twitter for Android,773,
2111,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",3,19,17,Twitter for Android,2496,
2112,1.31E+18,"b""RT @Apndp: I governatori uscenti sono stati riconfermati.Perch\xc3\xa8?\nIpotesi:\n#DeLuca e #Zaia per aver governato l'emergenza #Covid\n#Toti perch\xe2\x80\xa6""",3,31,17,Twitter for Android,2335,
2113,1.31E+18,b'#covid #destacado Puerto Williams sigue sin casos activos de coronavirus y 35 ex\xc3\xa1menes pendientes de resultados https://t.co/Meg18SG5bt https://t.co/mvcBzZDt1G',4,7,0,dlvr.it,1117,
2114,1.31E+18,b'RT @B52Malmet: The CDC yanking critical public health info about the aerosol spread of #covid means that the regime of cruelty is fine with\xe2\x80\xa6',8,7,2,Twitter for iPhone,576,
2115,1.31E+18,"b'RT @Hispantv: #Indonesia acoge a la mayor poblaci\xc3\xb3n de musulmanes del mundo, es un archipi\xc3\xa9lago que cuenta con 17 mil islas y se jacta de s\xe2\x80\xa6'",9,17,14,Mobile Web (M2),99,
2116,1.31E+18,"b'We didn\xe2\x80\x99t choose #COVID-19,\xc2\xa0but we can choose the way forward.\xc2\xa0Ducks don\xe2\x80\x99t wait for the future to happen \xe2\x80\x94 we work together to build the future we want. We #ChooseEachOther. What choices\xc2\xa0are you making\xc2\xa0for yourself and others this year?\xc2\xa0https://t.co/8g3rGLJki2'",5,18,19,Twitter Web App,11859,
2117,1.31E+18,"b'RT @IAIM_VE: #LaPrevenci\xc3\xb3nEsLaClave || El #IAIM te invita a conocer el uso adecuado de la mascarilla, como medida de prevenci\xc3\xb3n y contenci\xc3\xb3\xe2\x80\xa6'",3,4,6,Twitter for iPhone,80,
2118,1.31E+18,b'#AmnetXVII | \xf0\x9f\x93\xa2Hoy te compartimos a los panelistas que nos acompa\xc3\xb1ar\xc3\xa1n el segundo d\xc3\xada de la XVII Conferencia Internacional Virtual AMNET 2020 \xe2\x80\x93 #COVID-19. Evento gratuito con Inscripci\xc3\xb3n previa \xe2\x8f\xa9 https://t.co/EcVYn8Vs5q M\xc3\xa1s informaci\xc3\xb3n: https://t.co/6Vz56nPEEM \xc2\xa1Te esperamos! https://t.co/8pZIJducaX',4,12,1,Twitter Web App,38,
2119,1.31E+18,"b'RT @ElizabethMay: No one *should* be surprised by an unprincipled repudiation of an agreement , being honoured by the Green Party til 2021,\xe2\x80\xa6'",3,1,22,Twitter Web App,5002,
2120,1.31E+18,"b""RT @RepDonBacon: The @HouseGOP's #CommitmentToAmerica lays out the framework to increase #COVID testing, develop a safe and effective vacci\xe2\x80\xa6""",6,23,14,Twitter Web App,747,
2121,1.31E+18,b'RT @Sealdiver: Is it #safe to visit your #NHS GP surgery for a #FaceToFace appointment?\n\n@NHSNlandCCG @NorthumbriaNHS @RCGPNortheast @rcgp\xe2\x80\xa6',1,3,1,Twitter for Android,5265,
2122,1.31E+18,b'RT @sorluciacaram: Estos son los efectos devastadores del #Covid \xf0\x9f\xa6\xa0 \xf0\x9f\x98\xb7 \nUna cola interminable de personas.\nGracias a los que nos ayud\xc3\xa1is a ay\xe2\x80\xa6',9,17,6,Twitter for Android,113,
2123,1.31E+18,b'#UKGovernment #Covid #Tyranny https://t.co/OVeX6aEJsb',7,10,16,Twitter for Android,151,
2124,1.31E+18,"b'RT @Salud_Hidalgo: En esta pandemia por el #Covid-19, asistir a reuniones con m\xc3\xa1s de 50 personas puede ser mortal.\n#CuidaTuSalud y #Prot\xc3\xa9ge\xe2\x80\xa6'",6,26,3,Twitter for Android,274,
2125,1.31E+18,"b'RT @realwillmeade: $AMZN extremely oversold, great entry for long term investors as this is #Covid proof and seasonally attractive as Amazo\xe2\x80\xa6'",12,17,16,Twitter for Android,637,
2126,1.31E+18,b'What beats #Covid? #Q42020 https://t.co/e3wUyH0cTE',1,18,11,Twitter for Android,85,
2127,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",3,31,17,Twitter for iPhone,4517,
2128,1.31E+18,"b'RT @jseldin: ""I think it\'s impossible to imagine that after a pandemic like this, w/nearly 200,000 Americans dying from this, that we would\xe2\x80\xa6'",3,19,2,Twitter Web App,2246,
2129,1.31E+18,b'RT @srinivasaiims: Blame \n\nPeople for getting infected .\nDoctors for dying while treating.\nMigrants for starving to death.\n\nWhy do we have\xe2\x80\xa6',10,1,9,Twitter for iPhone,218,
2130,1.31E+18,"b'RT @CsMadridCiudad: \xe2\x84\xb9\xef\xb8\x8f Los Puntos de Informaci\xc3\xb3n #COVID, con @voluntmadrid, recorrer\xc3\xa1n los distritos para informar a los ciudadanos\n\n\xf0\x9f\x93\xbd\xef\xb8\x8f @be\xe2\x80\xa6'",11,13,19,Twitter Web App,3272,
2131,1.31E+18,b'RT @BreakfastNT: On @BreakfastNT tomorrow with Shane &amp; @ciarakellydoc\n\n#Covid latest @CcoHse of @HSElive  \n\n@RAI_ie calling for 72 hours no\xe2\x80\xa6',11,11,18,Twitter for iPhone,2677,
2132,1.31E+18,"b'RT @dammkring: M\xc3\x89DICOS, SOCIOPATA, LO QUE FALTAN SON M\xc3\x89DICOS \xf0\x9f\xa4\xac #Covid #AyusoAPrision #AyusoDimision'",8,31,7,Twitter for Android,2012,
2133,1.31E+18,b'RT @CatalystCenter: Webinar 9/25: Education &amp; Mental Health Challenges\nDuring #COVID-19 for Families of Children with Special Health Care N\xe2\x80\xa6',6,13,18,Twitter Web App,1266,
2134,1.31E+18,"b'RT @IAIM_VE: #JuntosContraElCovid19 || Resguardamos la seguridad de nuestros trabajadores, gracias al programa de desinfecci\xc3\xb3n en las \xc3\xa1reas\xe2\x80\xa6'",3,4,6,Twitter for iPhone,80,
2135,1.31E+18,"b""@Zinjyy @rryancc @StephenKing Bullshit. Fact is most of those Cancer patients or heart failures you are pointing at, as well as other people with pre existing conditions would still be alive with treatment if #Covid wouldn't have affected them. They died because they got infected in addition. Try thinking...""",3,24,18,Twitter Web App,9,
2136,1.31E+18,b'RT @hocwatch: #lockdown #covid #boris #Whitty https://t.co/OHp5NHibTr',4,27,17,Twitter for iPhone,2539,
2137,1.31E+18,b'RT @IAIM_VE: #InfoIAIM \xf0\x9f\x94\xb4 || #20Sep Presidente @NicolasMaduro encabeza jornada de balance de la lucha contra el #Covid-19. A partir de este\xe2\x80\xa6',3,4,6,Twitter for iPhone,80,
2138,1.31E+18,b'RT @sorluciacaram: Estos son los efectos devastadores del #Covid \xf0\x9f\xa6\xa0 \xf0\x9f\x98\xb7 \nUna cola interminable de personas.\nGracias a los que nos ayud\xc3\xa1is a ay\xe2\x80\xa6',8,23,18,Twitter for iPhone,1352,
2139,1.31E+18,b'RT @JoelViseeon: #disruption de l\xe2\x80\x99\xc3\xa9cole buissonni\xc3\xa8re 1990 vs 2020 #covid #school TY @alvinfoo cc @RitupaGhosh @BViseeon @RomainFROMENT3 @Cr\xe2\x80\xa6',1,19,10,Twitter for Android,72,
2140,1.31E+18,"b'RT @BothaBoy: This is really important as you generally culture the virus to show it is active. If it won\xe2\x80\x99t culture, it is a strong indicat\xe2\x80\xa6'",9,5,21,Twitter for iPhone,108,
2141,1.31E+18,b'RT @KarlaMats: Our community should be heard. Over 770 voicemail comments and over 200 written comments submitted should be listened to pub\xe2\x80\xa6',8,9,0,Twitter for iPhone,204,
2142,1.31E+18,b'Bosses at short staffed Warwickshire gov carers force employees to suffer by making plastic +fabric mask worn together COMPULSORY (11 die of #covid but of 2.5 mil w/cancer &amp; Heart disease 910 DIE So why? @maryrhodestv @BBCCWR @leamcourier @MattWestern_',10,4,6,Twitter Web App,1583,
2143,1.31E+18,"b'@CMO_England so your speech, was a waste of time yes? You just told everyone what we have known since march, When are you , @BorisJohnson and @MattHancock going to take some real and worthwhile action against #Covid-19 and #coronavirus, The public cant do anything to help!!'",3,16,16,Twitter for Android,7902,
2144,1.31E+18,b'@Anne_Hidalgo @ARS_IDF @aur_rousseau @prefpolice @annesouyris Ca va \xc3\xaatre utile avec la prolif\xc3\xa9ration de vos #terrasses #Covid !',1,11,20,Twitter for iPhone,4907,
2145,1.31E+18,b'RT @NnlzPwgNsvoJOjd: \xe4\xba\xba\xe4\xbd\x93\xe3\x81\xab\xe6\x90\xba\xe5\xb8\xaf\xe3\x81\x95\xe3\x82\x8c\xe3\x82\x8b\xe5\xa4\x89\xe7\x95\xb0\xe3\x81\x99\xe3\x82\x8b\xe7\xa2\xba\xe7\x8e\x87\n\xe3\x81\x82\xe3\x82\x8b\xe4\xba\xba\xe3\x81\x8cHIV\xe3\x82\x92\xe4\xbc\x9d\xe6\x9f\x93\xe3\x82\x89\xe3\x82\x8c\xe3\x81\xa6\xe3\x81\xbe\xe3\x81\x9fSARS\xe3\x82\x92\xe4\xbc\x9d\xe6\x9f\x93\xe3\x82\x89\xe3\x82\x8c\xe3\x80\x81\xe3\x81\x9d\xe3\x82\x8c\xe3\x81\x8b\xe3\x82\x892\xe7\xa8\xae\xe9\xa1\x9e\xe3\x81\xae\xe3\x82\xa6\xe3\x82\xa4\xe3\x83\xab\xe3\x82\xb9\xe3\x81\xae\xe2\x80\x9c\xe9\x81\xba\xe4\xbc\x9d\xe5\xad\x90\xe3\x81\xae\xe5\x86\x8d\xe7\xb7\xa8\xe3\x82\x92\xe8\xa1\x8c\xe3\x81\xaa\xe3\x82\x8f\xe3\x82\x8c\xe3\x81\x9f\xe2\x80\x9d\xe3\x81\xa8\xe3\x81\xae\xe5\x8f\xaf\xe8\x83\xbd\xe6\x80\xa7\xe3\x81\x8c\xe3\x81\x82\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f\n#Japan\n#covid\n#virus\n#covid_19\n#2019nc\xe2\x80\xa6',9,21,19,Twitter Web App,0,
2146,1.31E+18,"b""Ever feel like you missed the lemons? #life #business\n\nI'm pretty sure we're all feeling this in 2020!\n\n#covid #smallbusinessowner https://t.co/mVhH1HRITA""",2,26,15,eClincher,775,
2147,1.31E+18,"b""RT @BetteMidler: #DonaldJTrump is making us all sick, and it's not just #Covid.  We are sick from stress, fear, and despair.  Who would hav\xe2\x80\xa6""",10,24,22,Twitter for Android,137,
2148,1.31E+18,"b'RT @CllrBSilvester: 1700 die every day in the UK.\n#Boris is locking us down again, even before the first #Lockdown has even been lifted, be\xe2\x80\xa6'",7,30,8,Twitter for Android,571,
2149,1.31E+18,b'RT @CultureTrappin: Culture Trappin ep 37 Can I Live https://t.co/1PdZeqiRCS via @taylornetwork New ep in the can and we touch on a little\xe2\x80\xa6',9,25,12,Twitter for iPhone,1642,
2150,1.31E+18,b'RT @M_T_Franz: Ich frage jetzt in die Twitteria: \n\nWer kann dieses politmediale #COVID Getue noch irgendwie ernstnehmen? \n\nAbgesehen von de\xe2\x80\xa6',5,10,11,Twitter for Android,1029,
2151,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",4,1,14,Twitter for Android,447,
2152,1.31E+18,"b'RT @IAIM_VE: #Gesti\xc3\xb3nIAIM || #21Sep Acatando la orden del Pdte. @NicolasMaduro, evitamos la propagaci\xc3\xb3n del #Covid-19, mediante el Plan de\xe2\x80\xa6'",6,16,5,Twitter for Android,29,
2153,1.31E+18,"b'RT @biobiobiobior: \xf0\x9f\x94\xb4 France, 18 Septembre: \xc2\xab\xc2\xa0N\xe2\x80\x99ayez pas peur, l\xe2\x80\x99\xc3\xa9pid\xc3\xa9mie est derri\xc3\xa8re nous, la prochaine vague \xc3\xa0 une faible probabilit\xc3\xa9 d\xe2\x80\x99a\xe2\x80\xa6'",3,9,19,Twitter Web App,4915,
2154,1.31E+18,b'RT @sorluciacaram: Estos son los efectos devastadores del #Covid \xf0\x9f\xa6\xa0 \xf0\x9f\x98\xb7 \nUna cola interminable de personas.\nGracias a los que nos ayud\xc3\xa1is a ay\xe2\x80\xa6',2,12,10,Twitter for iPad,315,
2155,1.31E+18,"b'RT @AlexBerenson: If you\xe2\x80\x99d like to know how the US has reach 200,000 reported #sarscov2 deaths, the Milwaukee coroner\xe2\x80\x99s office is a good pl\xe2\x80\xa6'",2,28,0,Twitter for iPhone,773,
2156,1.31E+18,b'RT @B52Malmet: The CDC yanking critical public health info about the aerosol spread of #covid means that the regime of cruelty is fine with\xe2\x80\xa6',3,1,22,Twitter for iPad,518,
2157,1.31E+18,"b'RT @treeschannels: #covid les \xc3\xa9motions, la peur, le camp du pour celui du contre ; une minute 40 de bon sens et d\xe2\x80\x99humilit\xc3\xa9 by @wargonm'",4,1,20,Twitter for Android,452,
2158,1.31E+18,b'RT @sorluciacaram: Estos son los efectos devastadores del #Covid \xf0\x9f\xa6\xa0 \xf0\x9f\x98\xb7 \nUna cola interminable de personas.\nGracias a los que nos ayud\xc3\xa1is a ay\xe2\x80\xa6',6,23,22,Twitter for iPhone,340,
